lg,item,syn,sentence,condition,headn,attn,verbn,source_file,language,leftward_entropy,leftward_attn_diff,leftward_attn_to_head,leftward_attn_to_attractor,nsubj_entropy,nsubj_attn_diff,nsubj_attn_to_head,nsubj_attn_to_attractor,top5_layer,top5_entropy,top5_attn_diff,top5_attn_to_head,top5_attn_to_attractor,top5_head_in_top5
russian,2,0,Анекдот про экзамены для строгого пожилого учителя был обидным,SG-PL-SG,SG,PL,SG,tr_rus_all_conditions.csv,russian,1.2819493,-0.5053498202897799,0.10301945712787983,0.6083692774176598,1.4344761,-0.058808355328706874,0.008717125487894783,0.06752548081660166,8,2.1882875,-0.17522769421339035,0.061503924429416656,0.236731618642807,0.0
russian,2,0,Анекдот про экзамены для строгого пожилого учителя были обидными,SG-PL-PL,SG,PL,PL,tr_rus_all_conditions.csv,russian,1.2712725,-0.5115258068020012,0.10141686795404894,0.6129426747560501,1.4547886,-0.05908513112079383,0.00896658925450886,0.06805172037530269,8,2.285234,-0.16360894590616226,0.0637529119849205,0.22736185789108276,0.0
russian,2,0,Анекдоты про экзамен для строгого пожилого учителя был обидным,PL-SG-SG,PL,SG,SG,tr_rus_all_conditions.csv,russian,1.2290275,-0.5396056972991801,0.08028984436875816,0.6198955416679383,1.4354312,-0.058837730799504405,0.008217687437991294,0.0670554182374957,8,2.3592145,-0.13956578075885773,0.0564529150724411,0.19601869583129883,0.0
russian,2,0,Анекдоты про экзамен для строгого пожилого учителя были обидными,PL-SG-PL,PL,SG,PL,tr_rus_all_conditions.csv,russian,1.2334588,-0.5326685023050232,0.08363714697552496,0.6163056492805481,1.3751425,-0.05647500817918498,0.008689055702247827,0.06516406388143281,8,2.3269804,-0.12682635337114334,0.061762355268001556,0.1885887086391449,0.0
russian,2,0,Анекдоты про экзамены для строгого пожилого учителя был обидным,PL-PL-SG,PL,PL,SG,tr_rus_all_conditions.csv,russian,1.3017825,-0.49436453028201865,0.10426661030769538,0.598631140589714,1.4761639,-0.0561499076498166,0.008430754332670131,0.06458066198248673,8,2.268523,-0.15525903552770615,0.06823385506868362,0.22349289059638977,0.0
russian,2,0,Анекдоты про экзамены для строгого пожилого учителя были обидными,PL-PL-PL,PL,PL,PL,tr_rus_all_conditions.csv,russian,1.2755268,-0.5087174717285962,0.0963988151452213,0.6051162868738175,1.4393694,-0.05691137937872677,0.009180058721906813,0.06609143810063359,8,2.2759686,-0.15182450786232948,0.06043094024062157,0.21225544810295105,0.0
russian,3,0,Арка во двор в несущей конструкции здания была проделана,SG-SG-SG,SG,SG,SG,tr_rus_all_conditions.csv,russian,1.3814862,-0.15815425539658462,0.17671874550833308,0.33487300090491773,1.4887335,-0.016834997764058463,0.00937579094339504,0.026210788707453504,8,1.8706663,0.050811268389225006,0.08971305191516876,0.038901783525943756,1.0
russian,3,0,Арка во двор в несущей конструкции здания были проделаны,SG-SG-PL,SG,SG,PL,tr_rus_all_conditions.csv,russian,1.3555515,-0.1523904877685709,0.1932909329450922,0.3456814207136631,1.5014817,-0.015272554527399179,0.008034263841347283,0.023306818368746464,8,2.0988073,0.04969613254070282,0.08838298171758652,0.0386868491768837,1.0
russian,3,0,Арка во дворы в несущей конструкции здания была проделана,SG-PL-SG,SG,PL,SG,tr_rus_all_conditions.csv,russian,1.3799438,-0.16398234674161358,0.17137287473851756,0.33535522148013114,1.4927492,-0.019609836924566165,0.009336134981744152,0.02894597190631032,8,1.9176824,0.03560256585478783,0.08462288230657578,0.04902031645178795,1.0
russian,3,0,Арка во дворы в несущей конструкции здания были проделаны,SG-PL-PL,SG,PL,PL,tr_rus_all_conditions.csv,russian,1.3420601,-0.18950043912045658,0.18142597866244614,0.3709264177829027,1.5068042,-0.018101414986460673,0.0074352837466082015,0.025536698733068873,8,2.2418802,0.03777742385864258,0.09119118750095367,0.053413763642311096,1.0
russian,3,0,Арки во двор в несущей конструкции здания была проделана,PL-SG-SG,PL,SG,SG,tr_rus_all_conditions.csv,russian,1.4347136,-0.1293704112773412,0.23583288399822777,0.36520329527556894,1.5219724,-0.011269893155264632,0.015917945950829647,0.02718783910609428,8,2.4875088,0.10256600379943848,0.18095621466636658,0.0783902108669281,1.0
russian,3,0,Арки во двор в несущей конструкции здания были проделаны,PL-SG-PL,PL,SG,PL,tr_rus_all_conditions.csv,russian,1.4641554,-0.14503347863792443,0.22029877389431932,0.3653322525322437,1.5093174,-0.009099846072900996,0.016424329615888356,0.02552417568878935,8,2.4902143,0.052406102418899536,0.14761409163475037,0.09520798921585083,0.0
russian,3,0,Арки во дворы в несущей конструкции здания была проделана,PL-PL-SG,PL,PL,SG,tr_rus_all_conditions.csv,russian,1.4494724,-0.09944735076860525,0.2494818983541336,0.3489292491227388,1.5038921,-0.011300624340810705,0.015177446866227073,0.026478071207037778,8,2.4864953,0.12485604360699654,0.18345028162002563,0.0585942380130291,1.0
russian,3,0,Арки во дворы в несущей конструкции здания были проделаны,PL-PL-PL,PL,PL,PL,tr_rus_all_conditions.csv,russian,1.4649227,-0.16079438193701207,0.21424645208753645,0.3750408340245485,1.5012953,-0.010540906900918976,0.016036236825350117,0.02657714372626909,8,2.5036063,0.06512361019849777,0.14260846376419067,0.0774848535656929,0.0
russian,4,0,Атака на крепость из-за стратегической ошибки полководца была безуспешной,SG-SG-SG,SG,SG,SG,tr_rus_all_conditions.csv,russian,1.3317301,0.1133938133969398,0.24449215182302395,0.13109833842608415,1.5928216,0.009129820163283387,0.03505571122825383,0.025925891064970445,8,2.5053823,0.07092176253596942,0.11390398691097896,0.04298222437500954,0.6666666666666666
russian,4,0,Атака на крепость из-за стратегической ошибки полководца были безуспешными,SG-SG-PL,SG,SG,PL,tr_rus_all_conditions.csv,russian,1.2919278,0.1506968485196418,0.27320097776412083,0.12250412924447905,1.5655923,0.011798574133182572,0.036266078797405434,0.024467504664222865,8,2.5060556,0.07471438000599544,0.11639484763145447,0.04168046762545904,0.6666666666666666
russian,4,0,Атака на крепости из-за стратегической ошибки полководца была безуспешной,SG-PL-SG,SG,PL,SG,tr_rus_all_conditions.csv,russian,1.3348731,0.14355826866092863,0.25980435766638854,0.1162460890054599,1.5828016,0.006603128092149594,0.03587612158929675,0.02927299349714715,8,2.5047498,0.0681879110634327,0.11198796580235164,0.04380005473891894,0.6666666666666666
russian,4,0,Атака на крепости из-за стратегической ошибки полководца были безуспешными,SG-PL-PL,SG,PL,PL,tr_rus_all_conditions.csv,russian,1.2866875,0.1796049037640617,0.28961218963848584,0.1100072858744241,1.5550897,0.011617583374603462,0.03759206666882799,0.025974483294224533,8,2.504659,0.07492672652006149,0.11531137426694234,0.04038464774688085,0.6666666666666666
russian,4,0,Атаки на крепость из-за стратегической ошибки полководца была безуспешной,PL-SG-SG,PL,SG,SG,tr_rus_all_conditions.csv,russian,1.2691957,0.1754645205009105,0.297653515408971,0.12218899490806052,1.5798537,0.005215893600371513,0.031735244036695726,0.02651935043632421,8,2.5084696,0.0687425546348095,0.11380510280529658,0.045062548170487084,0.6666666666666666
russian,4,0,Атаки на крепость из-за стратегической ошибки полководца были безуспешными,PL-SG-PL,PL,SG,PL,tr_rus_all_conditions.csv,russian,1.3058746,0.14399548355534647,0.26879395204234746,0.12479846848700096,1.5650319,-0.0005140189618452528,0.02738063021696735,0.027894649178812604,8,2.4952307,0.044270278265078865,0.09649576991796494,0.05222549165288607,0.3333333333333333
russian,4,0,Атаки на крепости из-за стратегической ошибки полководца была безуспешной,PL-PL-SG,PL,PL,SG,tr_rus_all_conditions.csv,russian,1.2695462,0.20166488134629787,0.30849729303557655,0.10683241168927869,1.5698344,0.00526724649893785,0.03285704575669338,0.027589799257755534,8,2.5063698,0.06629819919665654,0.11013850569725037,0.04384030650059382,0.6666666666666666
russian,4,0,Атаки на крепости из-за стратегической ошибки полководца были безуспешными,PL-PL-PL,PL,PL,PL,tr_rus_all_conditions.csv,russian,1.3064027,0.15890725485674106,0.27246767838032043,0.11356042352357937,1.5574536,0.0004763993363454603,0.02803822533101189,0.02756182599466643,8,2.483153,0.043799071262280144,0.09214457372824351,0.048345502465963364,0.3333333333333333
russian,5,0,Билет в музей во время уличной демонстрации был утерян,SG-SG-SG,SG,SG,SG,tr_rus_all_conditions.csv,russian,1.4428847,0.049955320078879595,0.2933901001699269,0.2434347800910473,1.322497,0.006724836666808015,0.022866222781886034,0.016141386115078017,8,1.7440284,0.05383531004190445,0.08108643442392349,0.027251124382019043,1.0
russian,5,0,Билет в музей во время уличной демонстрации были утеряны,SG-SG-PL,SG,SG,PL,tr_rus_all_conditions.csv,russian,1.4418992,0.10970114711672067,0.347303612716496,0.23760246559977533,1.3720248,0.008250516880208914,0.02403306499691111,0.015782548116702193,8,2.0174959,0.08716301620006561,0.12366599589586258,0.03650297969579697,1.0
russian,5,0,Билет в музеи во время уличной демонстрации был утерян,SG-PL-SG,SG,PL,SG,tr_rus_all_conditions.csv,russian,1.4812983,0.09896582989022136,0.34175185337662695,0.2427860234864056,1.4249042,0.006710763558567834,0.02897723571004477,0.022266472151476934,8,2.232849,0.12371962517499924,0.15591180324554443,0.0321921780705452,1.0
russian,5,0,Билет в музеи во время уличной демонстрации были утеряны,SG-PL-PL,SG,PL,PL,tr_rus_all_conditions.csv,russian,1.4661753,0.12466401783749462,0.3677995791658759,0.2431355613283813,1.4342597,0.0038103207991628365,0.026305728216175456,0.02249540741701262,8,2.3699825,0.15012569725513458,0.18436850607395172,0.03424280881881714,1.0
russian,5,0,Билеты в музей во время уличной демонстрации был утерян,PL-SG-SG,PL,SG,SG,tr_rus_all_conditions.csv,russian,1.2882155,-0.033217170950956644,0.22079368538688868,0.2540108563378453,1.3175278,-0.003045099087013084,0.016234272816564053,0.019279371903577137,8,1.8030586,0.045504115521907806,0.08445148169994354,0.038947366178035736,1.0
russian,5,0,Билеты в музей во время уличной демонстрации были утеряны,PL-SG-PL,PL,SG,PL,tr_rus_all_conditions.csv,russian,1.3006289,-0.01931959898211062,0.2204995972570032,0.2398191962391138,1.3078648,-0.0020400532459978666,0.015675847299098686,0.01771590054509655,8,1.7462616,0.037826135754585266,0.07367711514234543,0.03585097938776016,1.0
russian,5,0,Билеты в музеи во время уличной демонстрации был утерян,PL-PL-SG,PL,PL,SG,tr_rus_all_conditions.csv,russian,1.2837656,-0.013768440566491336,0.2493902521324344,0.2631586926989257,1.3374033,-0.011477169029998142,0.012958332762400465,0.024435501792398607,8,1.8072093,0.07258667051792145,0.09431461989879608,0.021727949380874634,1.0
russian,5,0,Билеты в музеи во время уличной демонстрации были утеряны,PL-PL-PL,PL,PL,PL,tr_rus_all_conditions.csv,russian,1.303549,-0.031388583383522926,0.2288311995798722,0.2602197829633951,1.3305618,-0.01054040965308794,0.014337866284677153,0.024878275937765093,8,1.7811341,0.06504756212234497,0.08595748990774155,0.020909927785396576,1.0
russian,6,0,Взгляд на снимок из-под длинных опущенных ресниц был брошен,SG-SG-SG,SG,SG,SG,tr_rus_all_conditions.csv,russian,1.3470362,-0.05104124141625045,0.19235954261692143,0.2434007840331719,1.6803665,-0.009166254227364746,0.030424272984427656,0.039590527211792396,8,2.508317,-0.08482065175970395,0.07644061371684074,0.1612612654765447,0.3333333333333333
russian,6,0,Взгляд на снимок из-под длинных опущенных ресниц были брошены,SG-SG-PL,SG,SG,PL,tr_rus_all_conditions.csv,russian,1.3390248,0.0014629269156996175,0.2182795326322827,0.2168166057165831,1.6417812,-0.006162189709784905,0.02692479799509885,0.033086987704883754,8,2.515445,-0.032778208454449974,0.11390008529027303,0.146678293744723,1.0
russian,6,0,Взгляд на снимки из-под длинных опущенных ресниц был брошен,SG-PL-SG,SG,PL,SG,tr_rus_all_conditions.csv,russian,1.3427495,-0.006929334247717999,0.20496696962195132,0.21189630386966932,1.663317,-0.0027761861944660053,0.029424994933528084,0.03220118112799409,8,2.5179613,-0.05780202026168505,0.08024650191267331,0.13804852217435837,0.3333333333333333
russian,6,0,Взгляд на снимки из-под длинных опущенных ресниц были брошены,SG-PL-PL,SG,PL,PL,tr_rus_all_conditions.csv,russian,1.3385881,-0.04845017953815424,0.18748271066377237,0.2359328902019266,1.6421578,-0.00881227990521624,0.02518709439900379,0.03399937430422003,8,2.532983,-0.05366725971301397,0.08541501313447952,0.1390822728474935,0.6666666666666666
russian,6,0,Взгляды на снимок из-под длинных опущенных ресниц был брошен,PL-SG-SG,PL,SG,SG,tr_rus_all_conditions.csv,russian,1.4247514,-0.05980884103940921,0.19019151587558902,0.2500003569149982,1.6438069,-0.019099677177025164,0.019048128402784914,0.03814780557981008,8,2.5644023,-0.04646346221367518,0.11204450329144795,0.15850796550512314,0.3333333333333333
russian,6,0,Взгляды на снимок из-под длинных опущенных ресниц были брошены,PL-SG-PL,PL,SG,PL,tr_rus_all_conditions.csv,russian,1.4434273,-0.02306531480645857,0.2042351111173182,0.22730042592377678,1.6454879,-0.012710052625619358,0.02187435879019799,0.03458441141581735,8,2.560501,-0.06816345701615016,0.09707607825597127,0.16523953527212143,0.0
russian,6,0,Взгляды на снимки из-под длинных опущенных ресниц был брошен,PL-PL-SG,PL,PL,SG,tr_rus_all_conditions.csv,russian,1.4425408,0.0029334129604922767,0.21229879548685052,0.20936538252635822,1.6143508,-0.010837497652769097,0.019588951667389023,0.030426449320158123,8,2.5889933,0.027563318610191345,0.14696591595808664,0.11940259734789531,0.6666666666666666
russian,6,0,Взгляды на снимки из-под длинных опущенных ресниц были брошены,PL-PL-PL,PL,PL,PL,tr_rus_all_conditions.csv,russian,1.4301021,-0.05429540453507249,0.18117119523162326,0.23546659976669573,1.637844,-0.010933128812071284,0.020907953228370038,0.031841082040441324,8,2.5744433,-0.05091525365908941,0.08646047363678615,0.13737572729587555,0.0
russian,7,0,Возражение на упрёк без излишне бурных эмоций было принято,SG-SG-SG,SG,SG,SG,tr_rus_all_conditions.csv,russian,1.5478706,-0.2670224576955661,0.16279644446913152,0.42981890216469765,1.7035573,-0.03435917938931858,0.02253692465208452,0.056896104041403106,8,2.5650125,-0.050982341170310974,0.09072218835353851,0.1417045295238495,0.0
russian,7,0,Возражение на упрёк без излишне бурных эмоций были приняты,SG-SG-PL,SG,SG,PL,tr_rus_all_conditions.csv,russian,1.5164399,-0.2514188970788382,0.169536633847747,0.4209555309265852,1.6785682,-0.03803048017932973,0.020386350584153945,0.058416830763483675,8,2.5807183,-0.01579470932483673,0.10405329614877701,0.11984800547361374,0.0
russian,7,0,Возражение на упреки без излишне бурных эмоций было принято,SG-PL-SG,SG,PL,SG,tr_rus_all_conditions.csv,russian,1.6347183,-0.25579909831285474,0.17708907052874565,0.4328881688416004,1.690108,-0.034585300117973894,0.02462302457736616,0.059208324695340056,8,2.5850327,-0.04278329014778137,0.0969436913728714,0.13972698152065277,0.0
russian,7,0,Возражение на упреки без излишне бурных эмоций были приняты,SG-PL-PL,SG,PL,PL,tr_rus_all_conditions.csv,russian,1.589935,-0.2717124414164573,0.16896279784850776,0.44067523926496505,1.6525263,-0.03918140587266068,0.020795079959427108,0.05997648583208779,8,2.5864015,-0.03150198608636856,0.09992142766714096,0.13142341375350952,0.0
russian,7,0,Возражения на упрёк без излишне бурных эмоций было принято,PL-SG-SG,PL,SG,SG,tr_rus_all_conditions.csv,russian,1.5383065,-0.26203709116816754,0.16879184765130048,0.43082893881946804,1.6958122,-0.04073167801006328,0.02159128703975881,0.062322965049822085,8,2.574169,-0.05089610069990158,0.09804948419332504,0.14894558489322662,0.0
russian,7,0,Возражения на упрёк без излишне бурных эмоций были приняты,PL-SG-PL,PL,SG,PL,tr_rus_all_conditions.csv,russian,1.514415,-0.2767473587882705,0.15531619096873328,0.4320635497570038,1.6761396,-0.04414296439167451,0.01927010875928801,0.06341307315096252,8,2.5599945,-0.05866862088441849,0.0816396102309227,0.1403082311153412,0.0
russian,7,0,Возражения на упреки без излишне бурных эмоций было принято,PL-PL-SG,PL,PL,SG,tr_rus_all_conditions.csv,russian,1.6273731,-0.23316168733872472,0.19045933834277093,0.4236210256814957,1.6767126,-0.03693519053604773,0.02259502404224607,0.05953021457829379,8,2.5836194,-0.03881382197141647,0.09790218621492386,0.13671600818634033,0.0
russian,7,0,Возражения на упреки без излишне бурных эмоций были приняты,PL-PL-PL,PL,PL,PL,tr_rus_all_conditions.csv,russian,1.5886282,-0.2848216511541978,0.1601984001463279,0.4450200513005257,1.645695,-0.042102861533708416,0.0194423282218521,0.06154518975556052,8,2.5672898,-0.05596541613340378,0.08142215758562088,0.13738757371902466,0.0
russian,8,0,Выстрел в цель из-за сбитого прицела ружья был неточным,SG-SG-SG,SG,SG,SG,tr_rus_all_conditions.csv,russian,1.3744369,0.09752767507122388,0.2508116874731081,0.15328401240188422,1.6051557,0.008545759159718313,0.026543493700820712,0.017997734541102397,8,2.5024016,0.055920910090208054,0.10989147424697876,0.053970564156770706,1.0
russian,8,0,Выстрел в цель из-за сбитого прицела ружья были неточными,SG-SG-PL,SG,SG,PL,tr_rus_all_conditions.csv,russian,1.3652918,0.10719953762426826,0.2595774199050804,0.1523778822808121,1.5959821,0.009798456782116279,0.024348930701961705,0.014550473919845427,8,2.503689,0.05994742984573046,0.11082191268603007,0.050874482840299606,1.0
russian,8,0,Выстрел в цели из-за сбитого прицела ружья был неточным,SG-PL-SG,SG,PL,SG,tr_rus_all_conditions.csv,russian,1.373912,0.14513712201325285,0.27620241029694903,0.13106528828369618,1.6190916,0.004240439643371989,0.02605781599813007,0.02181737635475808,8,2.4999914,0.06721865634123485,0.1110697587331136,0.04385110239187876,1.0
russian,8,0,Выстрел в цели из-за сбитого прицела ружья были неточными,SG-PL-PL,SG,PL,PL,tr_rus_all_conditions.csv,russian,1.3600534,0.14301526881198837,0.2814539730841487,0.13843870427216037,1.6089523,0.004608833293833481,0.022986964201982638,0.018378130908149156,8,2.4965227,0.07465344419082005,0.11180445055166881,0.03715100636084875,1.0
russian,8,0,Выстрелы в цель из-за сбитого прицела ружья был неточным,PL-SG-SG,PL,SG,SG,tr_rus_all_conditions.csv,russian,1.5319939,0.13612133347046176,0.28464678333148685,0.14852544986102506,1.6020603,0.00781976527893692,0.02301164080088221,0.015191875521945291,8,2.5966513,0.09405364220341046,0.14515925447146097,0.051105612268050514,0.6666666666666666
russian,8,0,Выстрелы в цель из-за сбитого прицела ружья были неточными,PL-SG-PL,PL,SG,PL,tr_rus_all_conditions.csv,russian,1.5305883,0.12196327288036138,0.26869107362344913,0.14672780074308775,1.6238438,0.006597385941467463,0.022985300389870435,0.01638791444840297,8,2.5772998,0.08337153991063435,0.13564882427453995,0.052277284363905586,0.3333333333333333
russian,8,0,Выстрелы в цели из-за сбитого прицела ружья был неточным,PL-PL-SG,PL,PL,SG,tr_rus_all_conditions.csv,russian,1.5238144,0.1671690709242481,0.2997938855903771,0.13262481466612902,1.6102233,0.005425675615175788,0.02142986207759632,0.01600418646242053,8,2.5874088,0.1015305183827877,0.13969171047210693,0.03816119208931923,0.6666666666666666
russian,8,0,Выстрелы в цели из-за сбитого прицела ружья были неточными,PL-PL-PL,PL,PL,PL,tr_rus_all_conditions.csv,russian,1.5232724,0.13729385262291594,0.2774463891811385,0.1401525365582226,1.6295152,0.0037072786964367443,0.021771779708205572,0.018064501011768826,8,2.564933,0.09348078692952792,0.13143166154623032,0.0379508746167024,0.3333333333333333
russian,9,0,Дорога через лес для снабжения людей провизией была проложена,SG-SG-SG,SG,SG,SG,tr_rus_all_conditions.csv,russian,1.2777412,-0.01134322773432359,0.2908343124785461,0.30217754021286963,1.5558299,0.010636766072620932,0.03557494815468524,0.024938182082064306,8,2.2391407,0.15984206274151802,0.1995299905538559,0.039687927812337875,1.0
russian,9,0,Дорога через лес для снабжения людей провизией были проложены,SG-SG-PL,SG,SG,PL,tr_rus_all_conditions.csv,russian,1.2279005,0.017031996394507587,0.29971174250822513,0.28267974611371754,1.5195205,0.022782319008418223,0.04263957582589685,0.019857256817478623,8,2.2437427,0.16656184941530228,0.21082854270935059,0.04426669329404831,1.0
russian,9,0,Дорога через леса для снабжения людей провизией была проложена,SG-PL-SG,SG,PL,SG,tr_rus_all_conditions.csv,russian,1.2994105,-0.05257157436572015,0.27388002988882365,0.3264516042545438,1.5729462,0.0095606390700407,0.039516689660018776,0.029956050589978078,8,2.229879,0.1698913313448429,0.20893119275569916,0.03903986141085625,1.0
russian,9,0,Дорога через леса для снабжения людей провизией были проложены,SG-PL-PL,SG,PL,PL,tr_rus_all_conditions.csv,russian,1.264301,-0.04292361945845187,0.27891926108859477,0.3218428805470467,1.5394003,0.022765972113469417,0.048374009209885924,0.025608037096416503,8,2.231655,0.18375349044799805,0.22498224675655365,0.0412287563085556,1.0
russian,9,0,Дороги через лес для снабжения людей провизией была проложена,PL-SG-SG,PL,SG,SG,tr_rus_all_conditions.csv,russian,1.2128991,0.035418355563888324,0.32124730144278146,0.2858289458788931,1.5306821,0.007541227097996475,0.0279187161192049,0.020377489021208426,8,2.2249613,0.16709447652101517,0.20588573813438416,0.03879126161336899,1.0
russian,9,0,Дороги через лес для снабжения людей провизией были проложены,PL-SG-PL,PL,SG,PL,tr_rus_all_conditions.csv,russian,1.2505538,-0.06827557755168527,0.24347393664065747,0.31174951419234276,1.5279039,0.007566750234636798,0.028638610176946366,0.02107185994230957,8,2.2840278,0.09535186737775803,0.14541885256767273,0.0500669851899147,1.0
russian,9,0,Дороги через леса для снабжения людей провизией была проложена,PL-PL-SG,PL,PL,SG,tr_rus_all_conditions.csv,russian,1.2425091,0.008735064597567543,0.3116286087722983,0.3028935441747308,1.5382591,0.0032747507927020692,0.02561041441918685,0.02233566362648478,8,2.2182674,0.17094172909855843,0.20270457863807678,0.031762849539518356,1.0
russian,9,0,Дороги через леса для снабжения людей провизией были проложены,PL-PL-PL,PL,PL,PL,tr_rus_all_conditions.csv,russian,1.2684207,-0.11128796748816967,0.2278121594339609,0.3391001269221306,1.5493679,0.0014380515992207855,0.027294393903801655,0.025856342304580872,8,2.2930262,0.09944586828351021,0.14533139765262604,0.04588552936911583,1.0
russian,10,0,Жалоба на боль из-за нарушения дыхания пациента была тихой,SG-SG-SG,SG,SG,SG,tr_rus_all_conditions.csv,russian,1.5540754,-0.0004066455562401631,0.2184120776014214,0.21881872315766154,1.638222,0.003653023274720176,0.025989115947378752,0.022336092672658577,8,2.594691,0.017374970018863678,0.11669937272866567,0.09932440270980199,0.0
russian,10,0,Жалоба на боль из-за нарушения дыхания пациента были тихими,SG-SG-PL,SG,SG,PL,tr_rus_all_conditions.csv,russian,1.545286,0.04296640658412573,0.24428117130181934,0.2013147647176936,1.6503259,0.0036849901392000655,0.024827135101005027,0.02114214496180496,8,2.620881,0.05250954131285349,0.1423687736193339,0.08985923230648041,0.6666666666666666
russian,10,0,Жалоба на боли из-за нарушения дыхания пациента была тихой,SG-PL-SG,SG,PL,SG,tr_rus_all_conditions.csv,russian,1.5070857,0.0018644177414611995,0.22850537666976597,0.2266409589283048,1.6454594,-0.006497443628218506,0.025078444612868643,0.031575888241087154,8,2.5973558,0.011212492982546488,0.11675156652927399,0.1055390735467275,0.3333333333333333
russian,10,0,Жалоба на боли из-за нарушения дыхания пациента были тихими,SG-PL-PL,SG,PL,PL,tr_rus_all_conditions.csv,russian,1.4794228,-0.00833574754463573,0.2320344188796261,0.24037016642426182,1.6520269,-0.007022138254555329,0.02340634704014947,0.0304284852947048,8,2.6123688,0.03006562093893687,0.1334733466307322,0.10340772569179535,0.6666666666666666
russian,10,0,Жалобы на боль из-за нарушения дыхания пациента была тихой,PL-SG-SG,PL,SG,SG,tr_rus_all_conditions.csv,russian,1.5503755,-0.056297938974743764,0.18157346724287393,0.23787140621761768,1.6254178,-0.006713506676627057,0.019353742855226452,0.02606724953185351,8,2.5877402,-0.01584615558385849,0.10133289794127147,0.11717905352512996,0.0
