lg,item,syn,sentence,condition,headn,attn,verbn,source_file,language,leftward_entropy,leftward_attn_diff,leftward_attn_to_head,leftward_attn_to_attractor,nsubj_entropy,nsubj_attn_diff,nsubj_attn_to_head,nsubj_attn_to_attractor,top5_layer,top5_entropy,top5_attn_diff,top5_attn_to_head,top5_attn_to_attractor,top5_head_in_top5
turkish,8,0,stajyerin eniştesi geceden önce uyudu,condition_d,sg,sg,sg,tr_rus_all_conditions.csv,turkish,1.5215217,0.012058502854779362,0.10460672937333584,0.09254822651855647,1.0127308,-0.029429951154270384,0.018442115088873834,0.04787206624314422,8,1.7402593,-0.04144470952451229,0.039399709552526474,0.08084441907703876,0.0
turkish,9,0,aristokratların hizmetçisi yorgun argın yattılar,condition_a,sg,pl,pl,tr_rus_all_conditions.csv,turkish,1.5815872,-0.03776426878757775,0.06911318828351795,0.10687745707109571,0.98646104,-0.053130687590081035,0.01727426620415997,0.07040495379424101,8,1.7133372,0.008185856975615025,0.06262977048754692,0.054443913511931896,1.0
turkish,9,0,aristokratların hizmetçisi yorgun argın yattı,condition_b,sg,pl,sg,tr_rus_all_conditions.csv,turkish,1.5842242,-0.034143828158266845,0.068793411180377,0.10293723933864385,0.99547327,-0.04169381785248873,0.016523178559522476,0.05821699641201121,8,1.7344337,0.00908682495355606,0.0692533366382122,0.06016651168465614,0.5
turkish,9,0,aristokratın hizmetçisi yorgun argın yattılar,condition_c,sg,sg,pl,tr_rus_all_conditions.csv,turkish,1.5749911,-0.041984083130955696,0.0658155543729663,0.10779963750392199,0.98895025,-0.05406576929618865,0.016267518050504748,0.07033328734669339,8,1.6656655,-0.003105941228568554,0.051367105916142464,0.05447304714471102,0.5
turkish,9,0,aristokratın hizmetçisi yorgun argın yattı,condition_d,sg,sg,sg,tr_rus_all_conditions.csv,turkish,1.577071,-0.04343817650806159,0.06419109681155533,0.10762927331961691,1.0056782,-0.04392502024226204,0.015634186862859424,0.059559207105121456,8,1.7120163,-0.013745646923780441,0.05565142259001732,0.06939706951379776,0.5
turkish,10,0,konuşmacıların sunucusu olağanüstü hızlı koştular,condition_a,sg,pl,pl,tr_rus_all_conditions.csv,turkish,1.488012,-0.007439644727855921,0.10576462578028441,0.11320427050814033,0.9601306,-0.040238343791984474,0.016199539726108013,0.056437883518092494,8,1.6827226,-0.04832994006574154,0.048619432374835014,0.09694937244057655,0.5
turkish,10,0,konuşmacıların sunucusu olağanüstü hızlı koştu,condition_b,sg,pl,sg,tr_rus_all_conditions.csv,turkish,1.4587339,-0.006112700235098601,0.09949830351397396,0.10561100374907255,0.94950265,-0.032407008835542685,0.016732483166242672,0.049139492001785356,8,1.6253269,-0.04286012426018715,0.05008168891072273,0.09294181317090988,0.5
turkish,10,0,konuşmacının sunucusu olağanüstü hızlı koştular,condition_c,sg,sg,pl,tr_rus_all_conditions.csv,turkish,1.4938817,-0.005272307386621833,0.09773810566402971,0.10301041305065155,0.95647335,-0.04247126625213582,0.012133732007077925,0.05460499825921374,8,1.6248641,-0.043919043615460396,0.03598298877477646,0.07990203239023685,0.5
turkish,10,0,konuşmacının sunucusu olağanüstü hızlı koştu,condition_d,sg,sg,sg,tr_rus_all_conditions.csv,turkish,1.4443839,-0.005181832192465663,0.09532925062812865,0.10051108282059432,0.93522006,-0.03111190318257684,0.014489417452841736,0.04560132063541857,8,1.5889907,-0.061771977692842484,0.03576701693236828,0.09753899462521076,0.5
turkish,11,0,psikiyatristlerin eczacısı aç susuz dolaştılar,condition_a,sg,pl,pl,tr_rus_all_conditions.csv,turkish,1.4290581,-0.02158805588260293,0.06788002829998732,0.08946808418259025,0.8512657,-0.024052850688894976,0.01186826072880649,0.03592111141770147,8,1.7628143,-0.04372666776180267,0.04845885932445526,0.09218552708625793,0.0
turkish,11,0,psikiyatristlerin eczacısı aç susuz dolaştı,condition_b,sg,pl,sg,tr_rus_all_conditions.csv,turkish,1.4253595,-0.006850434746593237,0.07234849194064737,0.0791989266872406,0.84723186,-0.019296867924640537,0.011626953544691787,0.030923821469332324,8,1.7512596,-0.04018864780664444,0.05085787922143936,0.0910465270280838,0.0
turkish,11,0,psikiyatristin eczacısı aç susuz dolaştılar,condition_c,sg,sg,pl,tr_rus_all_conditions.csv,turkish,1.4351661,-0.021060001198202373,0.06618571709841489,0.08724571829661727,0.8455061,-0.019770287125447795,0.011661193661802826,0.031431480787250624,8,1.7101779,-0.04317191429436207,0.03833589516580105,0.08150780946016312,0.0
turkish,11,0,psikiyatristin eczacısı aç susuz dolaştı,condition_d,sg,sg,sg,tr_rus_all_conditions.csv,turkish,1.4346254,-0.013427677424624562,0.06844687610864639,0.08187455353327096,0.8449109,-0.015914108334800402,0.011671318039043399,0.027585426373843803,8,1.7160525,-0.0484793558716774,0.04092693701386452,0.08940629288554192,0.0
turkish,12,0,politikacıların hocası adliyeden çabucak çıktılar,condition_a,sg,pl,pl,tr_rus_all_conditions.csv,turkish,1.4205594,0.03922302685678005,0.10546620013192295,0.06624317327514291,0.83119535,-0.02256400038509554,0.008585686094689038,0.031149686479784576,8,1.6799816,-0.022406432777643204,0.043281685560941696,0.0656881183385849,0.0
turkish,12,0,politikacıların hocası adliyeden çabucak çıktı,condition_b,sg,pl,sg,tr_rus_all_conditions.csv,turkish,1.4506112,0.024120110273361205,0.08357464466243983,0.05945453438907862,0.82734394,-0.01950646809244603,0.008336945700752097,0.027843413793198123,8,1.6536375,-0.026191163808107376,0.04676617309451103,0.07295733690261841,0.0
turkish,12,0,politikacının hocası adliyeden çabucak çıktılar,condition_c,sg,sg,pl,tr_rus_all_conditions.csv,turkish,1.4469656,0.03571383412927389,0.10761478971689939,0.0719009555876255,0.8298129,-0.02410008994458508,0.007021117668074339,0.031121207612659418,8,1.6718833,-0.04981335997581482,0.030404463410377502,0.08021782338619232,0.0
turkish,12,0,politikacının hocası adliyeden çabucak çıktı,condition_d,sg,sg,sg,tr_rus_all_conditions.csv,turkish,1.4587895,0.019684663414955138,0.0843009665608406,0.06461630314588547,0.83604926,-0.02328318311955684,0.007798918554280476,0.031082101673837313,8,1.6599121,-0.06023699790239334,0.03160613030195236,0.0918431282043457,0.0
turkish,13,0,hakimlerin çaycısı nedensiz yere kızdılar,condition_a,sg,pl,pl,tr_rus_all_conditions.csv,turkish,1.5970204,-0.02466037734411657,0.08021680661477149,0.10487718395888805,1.0246754,-0.008501995996743972,0.02748543900072491,0.035987434997468884,8,1.6438797,-0.03496825136244297,0.04603288136422634,0.08100113272666931,0.5
turkish,13,0,hakimlerin çaycısı nedensiz yere kızdı,condition_b,sg,pl,sg,tr_rus_all_conditions.csv,turkish,1.6155306,-0.006017315061762929,0.09324876363389194,0.09926607869565487,0.9964641,0.002789442283938115,0.028063084308723774,0.02527364202478566,8,1.6337622,-0.031995044089853764,0.0455072782933712,0.07750232238322496,0.5
turkish,13,0,hakimin çaycısı nedensiz yere kızdılar,condition_c,sg,sg,pl,tr_rus_all_conditions.csv,turkish,1.6042322,-0.014321980159729719,0.08184375688433647,0.0961657370440662,1.0092083,0.0012343456853159296,0.02867421628370721,0.02743987059839128,8,1.6654174,-0.035407593473792076,0.046790650114417076,0.08219824358820915,0.5
turkish,13,0,hakimin çaycısı nedensiz yere kızdı,condition_d,sg,sg,sg,tr_rus_all_conditions.csv,turkish,1.6142519,-0.005487596895545721,0.09262770861387253,0.09811530550941824,0.9996352,0.006818839058632875,0.030414899284960484,0.023596060226327608,8,1.6791885,-0.03720352053642273,0.04852886684238911,0.08573238737881184,0.5
turkish,14,0,oyuncuların hemşiresi etrafta amaçsızca gezdiler,condition_a,sg,pl,pl,tr_rus_all_conditions.csv,turkish,1.57493,0.010033974563702941,0.08708923868834972,0.07705526412464678,1.0229228,-0.021669735645855327,0.01882679415584789,0.04049652980170322,8,1.6750133,-0.01668331492692232,0.04662849009037018,0.0633118050172925,0.0
turkish,14,0,oyuncuların hemşiresi etrafta amaçsızca gezdi,condition_b,sg,pl,sg,tr_rus_all_conditions.csv,turkish,1.6145551,0.02141222287900746,0.09968035090714693,0.07826812802813947,1.0122429,-0.02005754939968938,0.01861573378300818,0.03867328318269756,8,1.6955518,-0.010530885308980942,0.05213701166212559,0.06266789697110653,0.0
turkish,14,0,oyuncunun hemşiresi etrafta amaçsızca gezdiler,condition_c,sg,sg,pl,tr_rus_all_conditions.csv,turkish,1.6151575,0.029285845905542375,0.09140176884829998,0.062115922942757605,1.0252167,-0.015439130161985304,0.01837967306983046,0.03381880323181576,8,1.7015626,-0.031183714047074318,0.04614816792309284,0.07733188197016716,0.0
turkish,14,0,oyuncunun hemşiresi etrafta amaçsızca gezdi,condition_d,sg,sg,sg,tr_rus_all_conditions.csv,turkish,1.6448166,0.028225243650376798,0.10014573168009519,0.0719204880297184,1.016042,-0.017239450927445433,0.01872264427074697,0.0359620951981924,8,1.7185334,-0.03327391296625137,0.049315571784973145,0.08258948475122452,0.0
turkish,15,0,öğretmenlerin müdiresi biraz önce aradılar,condition_a,sg,pl,pl,tr_rus_all_conditions.csv,turkish,1.5761796,0.06592126300092786,0.12762160785496235,0.061700344854034486,0.95605433,-0.0070160324587050125,0.023708301002261577,0.03072433346096659,8,1.6071601,0.011586811393499374,0.07260244339704514,0.06101563200354576,0.5
turkish,15,0,öğretmenlerin müdiresi biraz önce aradı,condition_b,sg,pl,sg,tr_rus_all_conditions.csv,turkish,1.470031,0.08617708282545208,0.14181086402386428,0.05563378119841218,0.82651126,-0.002396425524966617,0.0230178152462031,0.025414240771169716,8,1.5092521,0.028015926480293274,0.0734846219420433,0.04546869546175003,0.0
turkish,15,0,öğretmenin müdiresi biraz önce aradılar,condition_c,sg,sg,pl,tr_rus_all_conditions.csv,turkish,1.5729275,0.07618234469555318,0.126830546092242,0.05064820139668882,0.93581265,-0.00265352125948084,0.02280049185064854,0.025454013110129382,8,1.5864154,-0.005249371752142906,0.06368415057659149,0.0689335223287344,0.5
turkish,15,0,öğretmenin müdiresi biraz önce aradı,condition_d,sg,sg,sg,tr_rus_all_conditions.csv,turkish,1.4348624,0.09216274246573448,0.13527962919324638,0.043116886727511884,0.81766605,0.0006582315778359771,0.02350144874799298,0.022843217170157006,8,1.5115944,-0.020128898322582245,0.06067601591348648,0.08080491423606873,0.0
turkish,16,0,milyonerlerin terzisi tamamen gereksizce bağırdılar,condition_a,sg,pl,pl,tr_rus_all_conditions.csv,turkish,1.6621536,-0.01461592682171613,0.08089992855675518,0.09551585537847132,0.93705165,-0.007156450070741016,0.02241253965951273,0.029568989730253747,8,1.7820289,-0.01947706937789917,0.05866323411464691,0.07814030349254608,0.5
turkish,16,0,milyonerlerin terzisi tamamen gereksizce bağırdı,condition_b,sg,pl,sg,tr_rus_all_conditions.csv,turkish,1.6994832,-0.013608670979738235,0.08566929958760738,0.09927797056734562,0.9130618,-0.007211092340165237,0.019529345907278638,0.026740438247443876,8,1.7914858,-0.012241847813129425,0.06029842793941498,0.0725402757525444,0.5
turkish,16,0,milyonerin terzisi tamamen gereksizce bağırdılar,condition_c,sg,sg,pl,tr_rus_all_conditions.csv,turkish,1.6046126,0.02985159228555858,0.09495693459175528,0.06510534230619669,0.897491,0.007975485827674333,0.026462824152318376,0.018487338324644043,8,1.7378335,0.003351406194269657,0.06153582036495209,0.05818441417068243,0.0
turkish,16,0,milyonerin terzisi tamamen gereksizce bağırdı,condition_d,sg,sg,sg,tr_rus_all_conditions.csv,turkish,1.6373237,0.03436006736010313,0.10436558322981,0.07000551586970687,0.9009018,0.0037764368702283948,0.023902421498996775,0.020125984628768377,8,1.7685722,0.008333414793014526,0.06501435860991478,0.05668094381690025,0.5
turkish,17,0,bebeklerin bakıcısı çok kibar davrandılar,condition_a,sg,pl,pl,tr_rus_all_conditions.csv,turkish,1.376616,0.025646807823795824,0.09471515510231257,0.06906834727851674,0.9146652,-0.02291572415362424,0.01862475029899997,0.04154047445262421,8,1.604882,-0.015195274725556374,0.049620045349001884,0.06481532007455826,0.0
turkish,17,0,bebeklerin bakıcısı çok kibar davrandı,condition_b,sg,pl,sg,tr_rus_all_conditions.csv,turkish,1.4044439,0.031954158667940644,0.09368084887973964,0.061726690211798996,0.888117,-0.026143727652657843,0.018305393526270565,0.04444912117892841,8,1.593559,-0.021167542785406113,0.049029892310500145,0.07019743509590626,0.0
turkish,17,0,bebeğin bakıcısı çok kibar davrandılar,condition_c,sg,sg,pl,tr_rus_all_conditions.csv,turkish,1.3599907,0.020985409757122396,0.08820420140400528,0.0672187916468829,0.9065443,-0.027764123326912228,0.016317719195512836,0.044081842522425065,8,1.5840628,-0.04063760582357645,0.041177576407790184,0.08181518223136663,0.0
turkish,17,0,bebeğin bakıcısı çok kibar davrandı,condition_d,sg,sg,sg,tr_rus_all_conditions.csv,turkish,1.3717384,0.020205937267746776,0.08642352223396302,0.06621758496621624,0.87964934,-0.030759374720423692,0.015999843017652893,0.046759217738076585,8,1.5888445,-0.06597571913152933,0.0375137384980917,0.10348945762962103,0.0
turkish,18,0,çocukların dadısı yüksek sesle konuştular,condition_a,sg,pl,pl,tr_rus_all_conditions.csv,turkish,1.6022711,0.059343228675425054,0.1428875157609582,0.08354428708553314,1.0256262,0.015840183217051163,0.0414066432909749,0.025566460073923734,8,1.7940204,0.0031197182834148407,0.08432324975728989,0.08120353147387505,0.0
turkish,18,0,çocukların dadısı yüksek sesle konuştu,condition_b,sg,pl,sg,tr_rus_all_conditions.csv,turkish,1.473332,0.08292280156165362,0.15251516532152892,0.06959236375987529,0.9151365,-0.00020342255193099844,0.041835570007242494,0.042038992559173496,8,1.7232032,0.002038121223449707,0.09219193458557129,0.09015381336212158,0.0
turkish,18,0,çocuğun dadısı yüksek sesle konuştular,condition_c,sg,sg,pl,tr_rus_all_conditions.csv,turkish,1.6097454,0.06019622446037829,0.14675725791603328,0.08656103345565498,1.0371368,0.015054914404277042,0.039828234588276244,0.024773320183999203,8,1.7382834,-0.005767198279500008,0.06816047430038452,0.07392767257988453,0.0
turkish,18,0,çocuğun dadısı yüksek sesle konuştu,condition_d,sg,sg,sg,tr_rus_all_conditions.csv,turkish,1.4702104,0.0689165648072958,0.14516385048627853,0.07624728567898273,0.93771017,-0.0029876053627958753,0.04197893645759905,0.044966541820394924,8,1.678107,-0.021604523062705994,0.07042518258094788,0.09202970564365387,0.0
turkish,19,0,futbolcuların sürücüsü çok yavaş çalıştılar,condition_a,sg,pl,pl,tr_rus_all_conditions.csv,turkish,1.2127359,-0.09572731317020952,0.05879468750208616,0.15452200067229568,0.8029091,-0.015270811783065597,0.014363160681114095,0.029633972464179693,8,1.4926434,-0.07530954107642174,0.030208345502614975,0.10551788657903671,0.0
turkish,19,0,futbolcuların sürücüsü çok yavaş çalıştı,condition_b,sg,pl,sg,tr_rus_all_conditions.csv,turkish,1.2888097,-0.06912279445677996,0.07077247854322195,0.1398952730000019,0.78150046,-0.007555346352120296,0.014475617933203466,0.02203096428532376,8,1.4725343,-0.0362713597714901,0.03817816451191902,0.07444952428340912,0.0
turkish,19,0,futbolcunun sürücüsü çok yavaş çalıştılar,condition_c,sg,sg,pl,tr_rus_all_conditions.csv,turkish,1.289272,-0.05969903841614723,0.09171242415904998,0.15141146257519722,0.81697273,-0.010677125865631609,0.016930561882804795,0.027607687748436405,8,1.4922543,0.0142178013920784,0.060228131711483,0.0460103303194046,1.0
turkish,19,0,futbolcunun sürücüsü çok yavaş çalıştı,condition_d,sg,sg,sg,tr_rus_all_conditions.csv,turkish,1.3080298,-0.0544031853787601,0.0838242714293301,0.1382274568080902,0.7834597,-0.009244681956423051,0.015026163269430981,0.024270845225854033,8,1.4189816,-0.007427215576171875,0.0363183431327343,0.043745558708906174,0.0
turkish,20,0,modacıların taksicisi saatlerce durmaksızın içtiler,condition_a,sg,pl,pl,tr_rus_all_conditions.csv,turkish,1.5563164,0.008779706060886383,0.09335329243913293,0.08457358637824655,0.9297396,-0.0378371855992782,0.018795033199671705,0.056632218798949904,8,1.7566712,-0.033452410250902176,0.051716454327106476,0.08516886457800865,0.5
turkish,20,0,modacıların taksicisi saatlerce durmaksızın içti,condition_b,sg,pl,sg,tr_rus_all_conditions.csv,turkish,1.5794427,0.012505980534479022,0.10090566831640899,0.08839968778192997,0.9218403,-0.03034567240601973,0.020476545777182765,0.0508222181832025,8,1.7700444,-0.05413132160902023,0.05434880778193474,0.10848012939095497,0.5
turkish,20,0,modacının taksicisi saatlerce durmaksızın içtiler,condition_c,sg,sg,pl,tr_rus_all_conditions.csv,turkish,1.5610173,-0.0037671339232474566,0.0850917081348598,0.08885884205810726,0.9344355,-0.03686854364441387,0.017947026849196846,0.05481557049361072,8,1.742573,-0.04412187449634075,0.0419494304805994,0.08607130497694016,0.5
